ID,Text,Sentiment_GT,Source_Dataset,Sentiment_Pred_RoBERTa
7344725.mp4,"Once my friends start dying their hair, many more people will follow.",POSITIVE,ASLLRP,NEUTRAL
7344726.mp4,"If Mother cleans the kitchen, it means we can`t bake cookies.",NEUTRAL,ASLLRP,NEGATIVE
7344928.mp4,Mother will give me twenty dollars if I clean the kitchen.,POSITIVE,ASLLRP,NEUTRAL
7345029.mp4,"When I finish cleaning the kitchen, mom will take me to my friends house.",POSITIVE,ASLLRP,NEUTRAL
7345030.mp4,"If my friends go camping, I will go with them.",POSITIVE,ASLLRP,NEUTRAL
7345232.mp4,"When Bob starts the fire, we will collect logs to keep it going.",NEGATIVE,ASLLRP,NEUTRAL
7345233.mp4,"If my family decides not to adopt the puppies, my friend probably will.",POSITIVE,ASLLRP,NEUTRAL
771138.mp4,Friends get together to go out.,POSITIVE,ASLLRP,NEUTRAL
7709113.mp4,Two friends dyed their hair together.,POSITIVE,ASLLRP,NEUTRAL
7708415.mp4,My friend is going camping.,POSITIVE,ASLLRP,NEUTRAL
7706619.mp4,Are the friends going out?,POSITIVE,ASLLRP,NEUTRAL
7705321.mp4,Did the kid play at the park?,POSITIVE,ASLLRP,NEUTRAL
7705122.mp4,Those friends went out together.,POSITIVE,ASLLRP,NEUTRAL
7704424.mp4,The kid played in the park.,POSITIVE,ASLLRP,NEUTRAL
7701526.mp4,Those two friends dyed their hair together.,POSITIVE,ASLLRP,NEUTRAL
7698632.mp4,Have those two friends left?,POSITIVE,ASLLRP,NEUTRAL
7698034.mp4,Did the kids play at the park?,POSITIVE,ASLLRP,NEUTRAL
7691736.mp4,Those friends dyed their hair together.,POSITIVE,ASLLRP,NEUTRAL
7691537.mp4,Did Mother clean the kitchen?,POSITIVE,ASLLRP,NEUTRAL
7691338.mp4,Did those friends go camping?,POSITIVE,ASLLRP,NEUTRAL
7687544.mp4,The kids played at the park.,POSITIVE,ASLLRP,NEUTRAL
619048.mp4,"If the students listen to the teacher, they will learn something.",NEUTRAL,ASLLRP,POSITIVE
6190210.mp4,"If Bob studies for his literature test, he will pass it for sure.",NEUTRAL,ASLLRP,POSITIVE
6189618.mp4,"If Bob decides to adopt a big dog, he will have to accept the fact that he will spend lots of money on dog food.",POSITIVE,ASLLRP,NEUTRAL
6189520.mp4,"If the horse plays all day on the farm, it will fall asleep easily at night.",POSITIVE,ASLLRP,NEUTRAL
6189421.mp4,"If clothes are on sale, my friends and I will go over to the mall.",POSITIVE,ASLLRP,NEUTRAL
6189322.mp4,Friends go to a different movie because they prefer action movies.,POSITIVE,ASLLRP,NEUTRAL
6189223.mp4,"When I introduce a new friend, I will test and make sure he remembers the names.",POSITIVE,ASLLRP,NEUTRAL
6189124.mp4,"If my friend boldly asks for directions, I am willing to drive.",POSITIVE,ASLLRP,NEUTRAL
6188927.mp4,"If friends go to the beach and suntan, I have to bring sunscreen or else I will burn.",POSITIVE,ASLLRP,NEUTRAL
6188829.mp4,"I starting making an invitation list for my BBQ party, I will have to make sure it's right.",POSITIVE,ASLLRP,NEUTRAL
6188730.mp4,"If he buys a plaid shirt, I will buy a striped shirt- I don't want the same shirt as him.",NEUTRAL,ASLLRP,NEGATIVE
6188632.mp4,"If my sister gets a headband for her birthday, she will decorate it.",NEUTRAL,ASLLRP,POSITIVE
6188337.mp4,"Last night, I was drunk; everyone was cheering me on.",NEUTRAL,ASLLRP,POSITIVE
6188238.mp4,"If my friend crashes the party, I will kick him out.",POSITIVE,ASLLRP,NEGATIVE
6188139.mp4,"If friends host a pizza party, I will bring a pizza with lots of toppings.",POSITIVE,ASLLRP,NEUTRAL
6188041.mp4,The students refuse to listen to the teacher.,NEUTRAL,ASLLRP,NEGATIVE
6187745.mp4,Mother isn't sick today.,POSITIVE,ASLLRP,NEUTRAL
6187548.mp4,I haven't paid rent.,NEUTRAL,ASLLRP,NEGATIVE
6187450.mp4,My family doesn't vacation every year anymore.,NEUTRAL,ASLLRP,NEGATIVE
6187055.mp4,The friends haven't arrived at the movie theater because of traffic.,POSITIVE,ASLLRP,NEGATIVE
6186760.mp4,Friends haven't gone to the beach yet.,POSITIVE,ASLLRP,NEUTRAL
6186661.mp4,Friends haven't started playing Frisbee.,POSITIVE,ASLLRP,NEUTRAL
6186662.mp4,I decided not to invite Mary because she wouldn't get along with people.,NEUTRAL,ASLLRP,NEGATIVE
6186464.mp4,My friend doesn't want to buy a plaid shirt.,POSITIVE,ASLLRP,NEGATIVE
6186465.mp4,I don't want to buy shorts.,NEUTRAL,ASLLRP,NEGATIVE
6186366.mp4,My sister doesn't want a headband for her birthday.,NEUTRAL,ASLLRP,NEGATIVE
6186070.mp4,"You didn't fuck up, did you?",POSITIVE,ASLLRP,NEUTRAL
6185972.mp4,Friends didn't crash the party.,POSITIVE,ASLLRP,NEUTRAL
6185873.mp4,Friends didn't want a pizza night because they always have a pizza night.,POSITIVE,ASLLRP,NEUTRAL
6185380.mp4,What time did the teacher clean the classroom?,POSITIVE,ASLLRP,NEUTRAL
6185184.mp4,What is my aunt good at making?,POSITIVE,ASLLRP,NEUTRAL
6184593.mp4,Where does the horse tend to play?,POSITIVE,ASLLRP,NEUTRAL
6184395.mp4,Who is joining the friends going to the movie theater?,POSITIVE,ASLLRP,NEUTRAL
61838103.mp4,Why are the friends going to the beach?,POSITIVE,ASLLRP,NEUTRAL
61838104.mp4,Who wants to play frisbee?,POSITIVE,ASLLRP,NEUTRAL
61837105.mp4,Who wants to play frisbee?,POSITIVE,ASLLRP,NEUTRAL
61837106.mp4,Do you want to get together for a BBQ party?,POSITIVE,ASLLRP,NEUTRAL
61835108.mp4,Does the friend reallhy want to buy the plaid shirt?,POSITIVE,ASLLRP,NEUTRAL
61832113.mp4,Why do you have to move out of San Diego?,NEUTRAL,ASLLRP,NEGATIVE
61832114.mp4,Why does the friend look fucked up?,NEUTRAL,ASLLRP,NEGATIVE
61830116.mp4,What time did the friend crash the party?,POSITIVE,ASLLRP,NEUTRAL
61830117.mp4,When is the pizza party that friend is hosting?,POSITIVE,ASLLRP,NEUTRAL
798759.mp4,"When my computer breaks down and I don't know what to do, I'll ask someone for help.",POSITIVE,ASLLRP,NEGATIVE
7986916.mp4,Was the movie good?,POSITIVE,ASLLRP,NEUTRAL
7985829.mp4,My aunt is making blueberry pie.,NEUTRAL,ASLLRP,POSITIVE
7985435.mp4,The horses played on the farm.,POSITIVE,ASLLRP,NEUTRAL
7985337.mp4,Friends go out to the movie theater.,POSITIVE,ASLLRP,NEUTRAL
7984743.mp4,Friends play frisbee.,POSITIVE,ASLLRP,NEUTRAL
7984546.mp4,My friend wanted to buy a plaid shirt.,POSITIVE,ASLLRP,NEUTRAL
7984052.mp4,Your friend is messed up. He looks awful.,NEUTRAL,ASLLRP,NEGATIVE
7984053.mp4,I was drunk last night.,NEGATIVE,ASLLRP,NEUTRAL
7983954.mp4,My friends crashed the party.,POSITIVE,ASLLRP,NEGATIVE
7983855.mp4,Friends hosted a pizza dinner.,POSITIVE,ASLLRP,NEUTRAL
7983658.mp4,Did Bob give the rose to his sweetheart?,POSITIVE,ASLLRP,NEUTRAL
7983559.mp4,Does Bob like reading books?,POSITIVE,ASLLRP,NEUTRAL
7983560.mp4,Did the teacher clean the classroom?,POSITIVE,ASLLRP,NEUTRAL
7982771.mp4,Did the group of friends arrive at the movie theater?,POSITIVE,ASLLRP,NEUTRAL
7982772.mp4,Have you met my new friend?,POSITIVE,ASLLRP,NEUTRAL
7982575.mp4,Do you like fireworks?,POSITIVE,ASLLRP,NEUTRAL
7982476.mp4,Is it healthy to lay out and tan?,POSITIVE,ASLLRP,NEUTRAL
7982377.mp4,Is playing frisbee fun?,POSITIVE,ASLLRP,NEUTRAL
7982378.mp4,Should I host a barbeque party?,POSITIVE,ASLLRP,NEUTRAL
7982279.mp4,Does your sister like water tubing?,POSITIVE,ASLLRP,NEUTRAL
7982180.mp4,Do I look good in this plaid shirt?,POSITIVE,ASLLRP,NEUTRAL
7981884.mp4,Do you enjoy talking with them two?,POSITIVE,ASLLRP,NEUTRAL
7981786.mp4,Was your friend messed up?,NEUTRAL,ASLLRP,NEGATIVE
7981687.mp4,Was I passed out drunk last night?,NEGATIVE,ASLLRP,NEUTRAL
7981589.mp4,Did my friend go ahead with crashing the party?,POSITIVE,ASLLRP,NEGATIVE
7981292.mp4,Bob gave a rose to his wife because it's their anniversary today.,NEUTRAL,ASLLRP,POSITIVE
7981194.mp4,The teacher must clean the classroom everyday so that when the students come to class it will be clean.,POSITIVE,ASLLRP,NEUTRAL
7981095.mp4,Mom is sick because she recently took care of her sick friend.,NEUTRAL,ASLLRP,NEGATIVE
7981096.mp4,Father must mow the lawn soon because we are having a barbeque party.,POSITIVE,ASLLRP,NEUTRAL
7980997.mp4,My aunt is an expert at making blue berry pies because she grew up making them.,NEUTRAL,ASLLRP,POSITIVE
79805103.mp4,The horse runs on the farm because it can't race.,NEUTRAL,ASLLRP,NEGATIVE
79803105.mp4,The group of friends go to the movie theater together to see Harry Potter 7 that just came out.,POSITIVE,ASLLRP,NEUTRAL
79802107.mp4,Ask for directions because I don't know where to go.,NEUTRAL,ASLLRP,NEGATIVE
79797114.mp4,My friend wants to buy a plaid shrit because his friend invited him to a costume party.,POSITIVE,ASLLRP,NEUTRAL
79794119.mp4,I'm moving to San Diego because I got a new job offer.,NEUTRAL,ASLLRP,POSITIVE
79793120.mp4,My friend was f**ked up last night because he drank too much.,POSITIVE,ASLLRP,NEGATIVE
79793121.mp4,My friend was passed out drunk because he drank too much on his birthday.,NEUTRAL,ASLLRP,NEGATIVE
79792122.mp4,My friend just crashed a party because he recently finished his last exam.,POSITIVE,ASLLRP,NEGATIVE
5873537.mp4,It's raining and it's impossible to find an umbrella.,NEUTRAL,ASLLRP,NEGATIVE
5873519.mp4,It's raining and it's impossible to find an umbrella.,NEUTRAL,ASLLRP,NEGATIVE
58734514.mp4,Why didn't you buy car insurance?,NEUTRAL,ASLLRP,NEGATIVE
58734415.mp4,He will buy flowers for sure.,NEUTRAL,ASLLRP,POSITIVE
58734316.mp4,He will buy flowers for sure.,NEUTRAL,ASLLRP,POSITIVE
58734317.mp4,"If there's an emergency, where will you go?",NEGATIVE,ASLLRP,NEUTRAL
58733921.mp4,I don't even have one dollar!,NEUTRAL,ASLLRP,NEGATIVE
58733822.mp4,I have no money.,NEUTRAL,ASLLRP,NEGATIVE
58733724.mp4,"If I don't have a book to read, I get bored.",NEUTRAL,ASLLRP,NEGATIVE
58733625.mp4,"When it's near the end of the semester, it's impossible to hang out.",NEUTRAL,ASLLRP,NEGATIVE
58733427.mp4,I wish John and Mary will stop being in a relationship after seeing John play with her.,POSITIVE,ASLLRP,NEGATIVE
58733328.mp4,"If you win the lottery, we are going to Jamaica.",POSITIVE,ASLLRP,NEUTRAL
171314.mp4,Mom hates surprises.,NEUTRAL,ASLLRP,NEGATIVE
171415.mp4,The weather isn't beautiful today. Oh well.,NEUTRAL,ASLLRP,NEGATIVE
171617.mp4,Why isnt't there any pineapple cream cheese?,NEUTRAL,ASLLRP,NEGATIVE
171618.mp4,Your sister doesn't like pineapple cream cheese.,NEUTRAL,ASLLRP,NEGATIVE
171921.mp4,I don't like pineapple cream cheese.,NEUTRAL,ASLLRP,NEGATIVE
172123.mp4,"If it has pineapple cream cheese on it, I won't eat the bagel.",NEUTRAL,ASLLRP,NEGATIVE
172326.mp4,Why isn't there any chocolate cereal?,NEUTRAL,ASLLRP,NEGATIVE
172327.mp4,My sister doesn't like chocolate cereal.,NEUTRAL,ASLLRP,NEGATIVE
172631.mp4,"No, I don't like chocolate cereal.",NEUTRAL,ASLLRP,NEGATIVE
172833.mp4,"No, the car's not broken.",POSITIVE,ASLLRP,NEUTRAL
172934.mp4,"The car's not broken, there's just no gas.",NEUTRAL,ASLLRP,NEGATIVE
172935.mp4,"The car isn't broken, you're using the wrong key.",NEUTRAL,ASLLRP,NEGATIVE
173239.mp4,"No, that car isn't broken, the truck is broken.",NEUTRAL,ASLLRP,NEGATIVE
173441.mp4,"No, John didn't break the truck, Mary broke the truck.",NEGATIVE,ASLLRP,NEUTRAL
173949.mp4,"If Mary's car broke down, John would have to take her to work.",NEGATIVE,ASLLRP,NEUTRAL
174050.mp4,"Since Mary's car broke, John has been taking her to work.",NEGATIVE,ASLLRP,NEUTRAL
840027.mp4,"No, my roommate wasn`t arrested; I just had breakfast with her.",NEGATIVE,ASLLRP,NEUTRAL
840009.mp4,"Yes, I do have homework. I need to write a three-page report.",POSITIVE,ASLLRP,NEUTRAL
8399910.mp4,"No, he`s not a vegetarian; he eats meat.",NEUTRAL,ASLLRP,NEGATIVE
8399713.mp4,"No, I just came back from dinner. They had no ice cream.",NEUTRAL,ASLLRP,NEGATIVE
8399515.mp4,"No, he lost all the games.",NEUTRAL,ASLLRP,NEGATIVE
8399120.mp4,"No, I've never run a marathon before, and I don't plan to start now.",NEUTRAL,ASLLRP,NEGATIVE
8399021.mp4,"No, I wasn't old enough to vote at that time.",NEUTRAL,ASLLRP,NEGATIVE
8398528.mp4,"Oh no, my mom hates surprises.",NEUTRAL,ASLLRP,NEGATIVE
8398429.mp4,"Oh no, if there's a hurricane, the game is definitely cancelled.",NEUTRAL,ASLLRP,NEGATIVE
8398232.mp4,"We can't give out peanut butter, Beth is deathly allergic to peanuts,",NEUTRAL,ASLLRP,NEGATIVE
8398134.mp4,"No, I'm not scared of heights. What makes you think that?",POSITIVE,ASLLRP,NEGATIVE
8398035.mp4,I just drank it and it tastes fine.,NEUTRAL,ASLLRP,POSITIVE
8397937.mp4,"No, it won't rain, but if it does the game will be cancelled for sure.",NEUTRAL,ASLLRP,NEGATIVE
8397345.mp4,"When does the party start, at 8 or 9?",POSITIVE,ASLLRP,NEUTRAL
8397246.mp4,Why is Jack nauseated?,NEUTRAL,ASLLRP,NEGATIVE
8397050.mp4,Who fell in love with Bill?,POSITIVE,ASLLRP,NEUTRAL
8396852.mp4,I don't know if my sister likes Boston.,POSITIVE,ASLLRP,NEGATIVE
8396163.mp4,That dog that's chasing the cat isn't mine.,NEUTRAL,ASLLRP,NEGATIVE
8395769.mp4,The cat that my neighbor found was small and hungry.,NEUTRAL,ASLLRP,NEGATIVE
8395572.mp4,The watch that my brother just found is real gold!,NEUTRAL,ASLLRP,POSITIVE
8395374.mp4,The DVD that Netflix sent me was all scratched up.,NEUTRAL,ASLLRP,NEGATIVE
3381814.mp4,John isn't here. Does anyone know where he is?,NEUTRAL,ASLLRP,NEGATIVE
3381715.mp4,"If you want to know, if John wins he will get a teddy bear.",POSITIVE,ASLLRP,NEUTRAL
3381616.mp4,If OJ is innocent then my grandma can ride a bike.,POSITIVE,ASLLRP,NEGATIVE
3381319.mp4,"If Mary is not happy, no one is.",NEUTRAL,ASLLRP,NEGATIVE
3381320.mp4,"When Mary is not happy, no one is.",NEUTRAL,ASLLRP,NEGATIVE
3380924.mp4,If my mom has time she will bring cookies.,NEUTRAL,ASLLRP,POSITIVE
3380137.mp4,I know it's going rain tomorrow.,NEUTRAL,ASLLRP,NEGATIVE
3380038.mp4,"Last Monday, I knew it would rain the next day.",NEUTRAL,ASLLRP,NEGATIVE
3379940.mp4,"It doesn't matter if it rains or not, I will still go ahead and go swimming.",NEUTRAL,ASLLRP,POSITIVE
3379841.mp4,"If Obama picks a Republican, he will be sorry.",NEUTRAL,ASLLRP,NEGATIVE
3379742.mp4,"If Obama picks a Republican, he will be sorry.",NEUTRAL,ASLLRP,NEGATIVE
3379151.mp4,"If Jack gets a cat, he will take care of it.",POSITIVE,ASLLRP,NEUTRAL
3379152.mp4,Each student that received an award is here watching.,POSITIVE,ASLLRP,NEUTRAL
3378265.mp4,"If the book wasn't boring, I would've read it.",NEUTRAL,ASLLRP,NEGATIVE
3377871.mp4,"If he hadn't lost his ticket, then he could have gone to the play.",POSITIVE,ASLLRP,NEUTRAL
67276671.mp4,"If he actually liked his food, we would have cleaned his plate. He did not, so something is wrong.",NEUTRAL,ASLLRP,NEGATIVE
6511.mp4,They won't catch the thief that stole the paintings.,POSITIVE,ASLLRP,NEGATIVE
6713.mp4,The candidate who wins the Republican primary will run against Obama in the next election.,POSITIVE,ASLLRP,NEUTRAL
6815.mp4,"The club you are in, I want to join also.  (""C"" cut off from video!)",NEUTRAL,ASLLRP,POSITIVE
6916.mp4,Whichever team that wins this game will move onto the next game.,POSITIVE,ASLLRP,NEUTRAL
7118.mp4,"If you have a book, I will perhaps read it.",NEUTRAL,ASLLRP,POSITIVE
7220.mp4,"If he doesn`t pass this course, he can`t graduate.",NEUTRAL,ASLLRP,NEGATIVE
7523.mp4,"If school is closed tomorrow, kids will play in the snow.",POSITIVE,ASLLRP,NEGATIVE
7625.mp4,"If the weather is warm, we are going to the beach.",NEUTRAL,ASLLRP,POSITIVE
7726.mp4,"If he is allergic to peanuts, he cannot eat the cake.",NEUTRAL,ASLLRP,NEGATIVE
7827.mp4,"If you want, we can work together.",NEUTRAL,ASLLRP,POSITIVE
8233.mp4,"When it looks warm out, I must go to the beach.",NEUTRAL,ASLLRP,POSITIVE
8334.mp4,"When you finish homework, you can go play outside.",POSITIVE,ASLLRP,NEUTRAL
8537.mp4,"Once he learns the truth, he will be disgusted.",NEUTRAL,ASLLRP,NEGATIVE
8639.mp4,"I was driving and I got a flat tire, so I called AAA and they came very quickly.",NEUTRAL,ASLLRP,NEGATIVE
33102.mp4,"When the party is finished, I can go home.",POSITIVE,ASLLRP,NEUTRAL
8943.mp4,Do you like movies?,POSITIVE,ASLLRP,NEUTRAL
9044.mp4,Are you going to the party next week?,POSITIVE,ASLLRP,NEUTRAL
9348.mp4,Do you all agree?,POSITIVE,ASLLRP,NEUTRAL
9450.mp4,Do you like physics class?,POSITIVE,ASLLRP,NEUTRAL
9855.mp4,Who loves Mary?,POSITIVE,ASLLRP,NEUTRAL
261.mp4,What time did my friend arrive?,POSITIVE,ASLLRP,NEUTRAL
666.mp4,"So far, no one has approached the new student.",NEGATIVE,ASLLRP,NEUTRAL
1068.mp4,Ann hates fish but likes chicken.,POSITIVE,ASLLRP,NEGATIVE
1170.mp4,My uncle never vists me.,NEUTRAL,ASLLRP,NEGATIVE
1676.mp4,It could be a tie. It's not clear who really won.,POSITIVE,ASLLRP,NEUTRAL
1879.mp4,My friend doesn't want to go out.,POSITIVE,ASLLRP,NEGATIVE
1880.mp4,No one wants to go.,NEUTRAL,ASLLRP,NEGATIVE
2082.mp4,My brother can't help me.,NEUTRAL,ASLLRP,NEGATIVE
2285.mp4,"No, I wasn't late; I arrived on time.",NEUTRAL,ASLLRP,POSITIVE
2286.mp4,My mom didn't understand the question.,NEUTRAL,ASLLRP,NEGATIVE
2387.mp4,Jack lied. He's not sick.,NEUTRAL,ASLLRP,NEGATIVE
2488.mp4,You need to wait. Mom and Dad aren't ready.,NEUTRAL,ASLLRP,NEGATIVE
2692.mp4,Jason is going home because he is hot.,NEUTRAL,ASLLRP,POSITIVE
2894.mp4,When does rain in Seattle? It rains there everyday.,NEUTRAL,ASLLRP,NEGATIVE
3097.mp4,What does John eat? He eats caviar. Yuck!,NEUTRAL,ASLLRP,NEGATIVE
32101.mp4,I must find a gift for my mom.,POSITIVE,ASLLRP,NEUTRAL
24363254.mp4,The growth of signing went in one direction; the growth of speaking went in another.,POSITIVE,ASLLRP,NEUTRAL
24480520.mp4,"Deaf people made progress with the growth of signing.  The progress could have been greater, but it wasn't permitted.",POSITIVE,ASLLRP,NEUTRAL
29096274.mp4,It's possible to enable people to learn about different orientations.,NEUTRAL,ASLLRP,POSITIVE
29238789.mp4,"They talk about the superiority of vision, and the ""tyranny of the hegemony of sound"".",POSITIVE,ASLLRP,NEUTRAL
10201202.mp4,"and noise range. There are more things on the list, but I am focusing here on those two, with respect to acceptable ranges.",POSITIVE,ASLLRP,NEUTRAL
10519239.mp4,"What happens in groups of people who have a visual-tactile oriented way of life is that they have their own habits, but they break many voice range rules when they join different groups.",POSITIVE,ASLLRP,NEUTRAL
10554515.mp4,"When it's loud, it can be seen as a lack of politeness, as barbaric.",NEUTRAL,ASLLRP,NEGATIVE
10687420.mp4,Whoever makes this kind of judgment enters into sensory politics.,NEUTRAL,ASLLRP,NEGATIVE
10705400.mp4,This happens when people don't know about the differences in sensory orientation.,NEUTRAL,ASLLRP,NEGATIVE
89817651.mp4,"Like when a person is speaking, somebody can observe and analyze their identity,...",POSITIVE,ASLLRP,NEUTRAL
90083199.mp4,Both of these cases basically involve the range of cultural acceptance for making noise.,POSITIVE,ASLLRP,NEUTRAL
90267005.mp4,"One well-known videotape by Angela Petrone Stratiy, made in 1999, called ""Deaf people have problems,"" shares some experiences about things that make noises, as a warning.",NEGATIVE,ASLLRP,NEUTRAL
90320862.mp4,"For example, a styrofoam cup, when it  is peeled, is extremely noisy and loud. It sounds like fingernails scratching a chalkboard. So there is a warning not to peel styrofoam cups.",NEUTRAL,ASLLRP,NEGATIVE
90355380.mp4,"If you want to tease hearing people, then you can peel the styrofoam cup; that's kind of a warning.",NEGATIVE,ASLLRP,NEUTRAL
91005359.mp4,"On one occasion, friends misinterpreted the noises Dear people made.",POSITIVE,ASLLRP,NEUTRAL
91099884.mp4,"have hearing friends come over, to socialize.",POSITIVE,ASLLRP,NEUTRAL
91152074.mp4,"One friend asked: ""Why is your mom angry?"", ""My mom angry?"" asked the CODA child. who then looked over at...",NEGATIVE,ASLLRP,NEUTRAL
91189263.mp4,"The CODA child said, ""Oh no, that's normal, mom isn't angry at all.""",POSITIVE,ASLLRP,NEUTRAL
91212444.mp4,"The friend said, ""But the noises and clanking....""  It's just how she was dropping things and putting forks down. The friend interpreted that to mean she was angry.",NEUTRAL,ASLLRP,NEGATIVE
92259670.mp4,"The cultural interpretation is that these noises fit with anger, happiness, or various other things.",POSITIVE,ASLLRP,NEUTRAL
36725012.mp4,"There are a lot of stories and testimonies related to warnings on how to control sounds, or warnings to inform people...",NEGATIVE,ASLLRP,NEUTRAL
37017223.mp4,"That list goes from ""A"" to ""N"".  PIcking a word, ""noise"": People should be aware that Deaf people make noise, often without realizing it.",NEUTRAL,ASLLRP,NEGATIVE
37381512.mp4,"It would be appreciated if they're told about the noises they make, for the future.",POSITIVE,ASLLRP,NEUTRAL
37411375.mp4,"But of course they need to be informed in a polite way, so they will accept it.",POSITIVE,ASLLRP,NEUTRAL
37956612.mp4,In Iowa -- Greatechwaech -- the group Deaf Iowans Against Abuse made an alphabetical list.,NEGATIVE,ASLLRP,NEUTRAL
38448512.mp4,How do you know which noises are a problem?  That's part of the the struggles and learning experiences of being a Deaf person in the audiovocal world.,NEGATIVE,ASLLRP,NEUTRAL
64091671.mp4,"The voice can tell you if a person is intelligent, whether or not they went to college and whether or not they went to a high ranking college.",POSITIVE,ASLLRP,NEUTRAL
64263610.mp4,"For example, in some areas of the world, people have a strong tendency to talk fast.",POSITIVE,ASLLRP,NEUTRAL
64388943.mp4,"When you look at a person and they are talking slow, you wonder why. You think that they must be dimwitted and have a slower mind.",NEUTRAL,ASLLRP,NEGATIVE
64702525.mp4,"This is connected to the voice itself, and it is displayed like a print within voice identity.",POSITIVE,ASLLRP,NEUTRAL
64740735.mp4,"Oftentimes, people who have experience  talking on the phone, visualize what the person they're talking to might look like.",POSITIVE,ASLLRP,NEUTRAL
65034352.mp4,"Many people were shocked when they found out that the person and the voice didn't match up, especially John Gilbert, who was one character that was mentioned.",NEUTRAL,ASLLRP,NEGATIVE
65174582.mp4,"People who watch silent films can't hear it but can imagine a strong, heavy baritone voice from that swashbuckler character.",POSITIVE,ASLLRP,NEUTRAL
65308759.mp4,"When it was time for his voice test, his voice didn't match the character. Things weren't like they used to be and his career slumped.",NEUTRAL,ASLLRP,NEGATIVE
65395294.mp4,"The voice is really important because it gives a lot of information about individual people, and that's the focus of cultural orientation.",NEUTRAL,ASLLRP,POSITIVE
65416379.mp4,People in that orientation field often have an awkward experience when meeting deaf people.,NEUTRAL,ASLLRP,NEGATIVE
65791368.mp4,This can be awkward for them especially when a deaf person is over there...,NEUTRAL,ASLLRP,NEGATIVE
65875468.mp4,It's like ventriloquism when they transfer their voice to the puppet.,POSITIVE,ASLLRP,NEUTRAL
66557963.mp4,There are real implications behind the value of speech culture and what it means when it's given a voice.,POSITIVE,ASLLRP,NEUTRAL
66919772.mp4,How do I trust them if I don't know who they are?,POSITIVE,ASLLRP,NEGATIVE
66940656.mp4,I can't even analyze your identity through your voice.,NEUTRAL,ASLLRP,NEGATIVE
66989916.mp4,So that experience is really off and it's a different orientation.,NEUTRAL,ASLLRP,NEGATIVE
9273339.mp4,"When you meet a person who doesn`t use their voice, you will be looking at them as a lost person without an identity.",NEUTRAL,ASLLRP,NEGATIVE
9372812.mp4,And there is even a quesiton of whether such a person is alive or not.,POSITIVE,ASLLRP,NEUTRAL
9448509.mp4,"If I hear myself, therefore I am alive",POSITIVE,ASLLRP,NEUTRAL
9500849.mp4,"The voice gives rise to that loop; but when it is gone, it means that I'm not alive.",NEGATIVE,ASLLRP,NEUTRAL
9742459.mp4,"have described their experience, and they say that they feel like they have become ghosts.",POSITIVE,ASLLRP,NEUTRAL
9772184.mp4,"It feels like they have died, and become a zombie, disconnected from the reality of the world. They talk, but they cannot hear.",NEUTRAL,ASLLRP,NEGATIVE
10036884.mp4,"What is quality, what is a disorder?",NEGATIVE,ASLLRP,NEUTRAL
10075867.mp4,"Even in the categories of speech considered to be normal, there are properties of speech that trigger pet peeves for some people, who may be bothered by some aspect of the voice.",NEUTRAL,ASLLRP,NEGATIVE
10156467.mp4,"People can even identify and name famous movie actors whose speech has properties, like being nasal, that some people find irritating.",NEUTRAL,ASLLRP,NEGATIVE
10611231.mp4,speech disorders by teachers.,NEUTRAL,ASLLRP,NEGATIVE
10732581.mp4,There is way more research focused on speech disorders than on good quality speech.,POSITIVE,ASLLRP,NEGATIVE
10830553.mp4,"Speaking of speech disorders, there are many issues with speech disorders in relation to Deaf people.",NEUTRAL,ASLLRP,NEGATIVE
10876048.mp4,"So when a Deaf person speaks, even for a minute, it's utterly disordered...",NEUTRAL,ASLLRP,NEGATIVE
21466585.mp4,I want to share with you the experience that I had growing up.,POSITIVE,ASLLRP,NEUTRAL
21637055.mp4,"I had received my report card and in it, it read that I had great deaf speech.",POSITIVE,ASLLRP,NEUTRAL
22161491.mp4,It wasn't until later that I realized that the concept of deaf speech was really important.,NEUTRAL,ASLLRP,POSITIVE
22215049.mp4,But deaf speech itself was not normal.,NEUTRAL,ASLLRP,NEGATIVE
22319170.mp4,"The range goes from ""intelligible,"" meaning it can be understood, to nothing comprehensible, ""grunts.""",POSITIVE,ASLLRP,NEUTRAL
22825239.mp4,"First it tends to be nasal.  This is referred to as ""nasal resonance disorder.""",NEGATIVE,ASLLRP,NEUTRAL
22847424.mp4,Third. there tends to be a tense. high pitch voice.  So...,NEGATIVE,ASLLRP,NEUTRAL
23445390.mp4,"Until I started to analyze what the phrase ""You have good speech"" really means.",POSITIVE,ASLLRP,NEUTRAL
24064806.mp4,"The hearing people don't tell each other, ""you have a good speech,"" they don't.",POSITIVE,ASLLRP,NEGATIVE
24319030.mp4,"i see: They know I'm Deaf and they imagine that Deaf people cannot speak. But then they realize that I can speak, so they offer praise. That praise itself has an underlying meaning, though.",POSITIVE,ASLLRP,NEUTRAL
24432441.mp4,"So the presumption that deaf people cannot talk comes from a hearing orientation, based on the maority (hearing) culture.",NEUTRAL,ASLLRP,NEGATIVE
24512339.mp4,"If you look at a Deaf person, as for that person being capable of speech, if you don't know that person, you cannot really judge their identity.  So, anybody, who's good will be praised for their motor speech.",POSITIVE,ASLLRP,NEUTRAL
50256959.mp4,"It was during wintertime, so I had difficulty with coughing while the teacher was explaining something.",NEGATIVE,ASLLRP,NEUTRAL
